city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
Fort Worth,2073,3,2.0,0.254,2005,19,7.4,8.3,0.0207,296651,143.1,76107,Dallas-Fort Worth-Arlington,2023-07-19
San Antonio,3276,4,3.0,0.254,1982,42,4.6,14.3,0.0243,482816,147.38,78205,San Antonio-New Braunfels,2023-08-28
Fort Worth,1671,3,2.5,0.224,1973,51,4.9,12.6,0.0205,272368,163.0,76107,Dallas-Fort Worth-Arlington,2024-04-09
Dallas,2128,4,3.5,0.189,1995,29,8.5,15.1,0.025,444492,208.88,75225,Dallas-Fort Worth-Arlington,2024-04-05
Dallas,1525,4,3.0,0.064,2009,15,7.6,6.9,0.0222,294152,192.89,75205,Dallas-Fort Worth-Arlington,2023-04-15
Houston,1873,3,2.5,0.123,1983,41,6.6,15.3,0.0221,281187,150.13,77002,Houston-The Woodlands-Sugar Land,2023-06-18
Fort Worth,2535,4,4.0,0.3,1991,33,5.8,16.6,0.021,511817,201.9,76132,Dallas-Fort Worth-Arlington,2024-03-25
Houston,1284,3,3.0,0.353,2010,14,8.3,43.9,0.0235,211683,164.86,77019,Houston-The Woodlands-Sugar Land,2024-05-16
San Antonio,2474,3,2.0,0.304,2006,18,5.3,15.5,0.0226,351007,141.88,78205,San Antonio-New Braunfels,2023-02-13
Houston,2782,4,4.0,0.179,1961,63,6.9,16.3,0.0228,586123,210.68,77056,Houston-The Woodlands-Sugar Land,2024-03-31
Dallas,2112,3,2.5,0.332,2003,21,8.1,26.4,0.0222,448457,212.34,75230,Dallas-Fort Worth-Arlington,2023-09-25
San Antonio,2855,3,2.5,0.4,2017,7,5.4,11.2,0.0224,358286,125.49,78205,San Antonio-New Braunfels,2023-11-19
Dallas,2563,3,2.0,0.101,2010,14,6.6,16.2,0.022,473331,184.68,75201,Dallas-Fort Worth-Arlington,2023-02-11
Fort Worth,1940,3,2.0,0.147,1979,45,8.3,7.0,0.0216,332195,171.23,76102,Dallas-Fort Worth-Arlington,2024-01-08
Houston,2381,3,2.0,0.22,1987,37,8.1,26.0,0.0218,365552,153.53,77056,Houston-The Woodlands-Sugar Land,2024-01-06
Dallas,2608,4,3.0,0.179,1960,64,6.7,60.0,0.0216,482591,185.04,75225,Dallas-Fort Worth-Arlington,2023-12-29
Houston,1668,4,4.0,0.164,1986,38,6.7,14.1,0.0219,322642,193.43,77056,Houston-The Woodlands-Sugar Land,2024-03-08
Houston,1778,4,4.0,0.145,1965,59,6.5,50.0,0.0229,285320,160.47,77024,Houston-The Woodlands-Sugar Land,2024-06-01
Houston,1452,3,2.5,0.291,2009,15,7.2,17.3,0.023,205791,141.73,77019,Houston-The Woodlands-Sugar Land,2024-04-09
Austin,2181,2,1.5,0.181,2005,19,7.0,13.6,0.0212,638823,292.9,78745,Austin-Round Rock-Georgetown,2024-02-12
Austin,1915,3,2.5,0.211,1996,28,9.8,14.6,0.0223,677187,353.62,78748,Austin-Round Rock-Georgetown,2024-06-20
Dallas,2166,3,3.0,0.371,2017,7,7.8,26.2,0.0215,429876,198.47,75205,Dallas-Fort Worth-Arlington,2024-01-04
Dallas,1930,3,2.0,0.05,1964,60,7.2,17.3,0.0206,372014,192.75,75254,Dallas-Fort Worth-Arlington,2024-01-03
Dallas,1609,4,4.0,0.33,2015,9,7.9,21.8,0.0218,414246,257.46,75254,Dallas-Fort Worth-Arlington,2023-10-24
Austin,2416,3,3.0,0.253,1999,25,8.0,6.9,0.0219,776833,321.54,78748,Austin-Round Rock-Georgetown,2024-02-25
Houston,2462,3,2.5,0.342,2010,14,6.2,17.7,0.0225,436294,177.21,77079,Houston-The Woodlands-Sugar Land,2023-02-09
Houston,1930,3,2.5,0.15,2020,4,3.3,37.1,0.0227,263000,136.27,77019,Houston-The Woodlands-Sugar Land,2023-10-04
San Antonio,1634,4,2.5,0.258,1967,57,8.0,20.5,0.0222,238315,145.85,78201,San Antonio-New Braunfels,2023-08-21
Fort Worth,2343,3,2.0,0.2,2004,20,7.2,26.8,0.0214,364984,155.78,76107,Dallas-Fort Worth-Arlington,2024-05-14
Houston,1648,4,3.5,0.498,1975,49,5.2,16.3,0.0226,294606,178.77,77056,Houston-The Woodlands-Sugar Land,2023-02-09
Dallas,1706,3,2.0,0.241,2019,5,7.0,13.0,0.0217,363903,213.31,75230,Dallas-Fort Worth-Arlington,2023-12-19
Austin,1405,4,3.0,0.188,1981,43,8.9,17.1,0.0215,457872,325.89,78703,Austin-Round Rock-Georgetown,2023-04-11
Houston,2695,4,4.0,0.115,1980,44,8.4,18.4,0.0222,486622,180.56,77007,Houston-The Woodlands-Sugar Land,2024-04-28
Austin,2438,4,3.0,0.298,2009,15,8.3,10.5,0.0208,876118,359.36,78704,Austin-Round Rock-Georgetown,2024-04-10
Houston,2048,3,2.0,0.175,1987,37,8.7,10.9,0.0228,321391,156.93,77056,Houston-The Woodlands-Sugar Land,2023-05-09
Dallas,1492,4,3.0,0.196,1999,25,6.2,7.2,0.0203,296621,198.81,75201,Dallas-Fort Worth-Arlington,2024-04-21
Fort Worth,1637,4,2.5,0.221,2006,18,8.2,45.0,0.0199,277909,169.77,76107,Dallas-Fort Worth-Arlington,2023-09-29
Houston,1625,4,3.5,0.642,1973,51,6.9,20.7,0.0246,282675,173.95,77007,Houston-The Woodlands-Sugar Land,2024-06-15
Dallas,2255,4,3.0,0.125,2021,3,9.8,24.7,0.0223,460935,204.41,75230,Dallas-Fort Worth-Arlington,2024-02-04
San Antonio,2563,4,3.5,0.167,1975,49,8.8,41.3,0.022,368197,143.66,78216,San Antonio-New Braunfels,2023-01-19
Fort Worth,1210,4,2.5,0.376,2000,24,8.1,18.1,0.0224,218089,180.24,76102,Dallas-Fort Worth-Arlington,2023-04-21
Dallas,2349,4,4.0,0.226,2010,14,7.3,26.8,0.0204,461228,196.35,75204,Dallas-Fort Worth-Arlington,2023-08-09
Houston,1936,3,2.5,0.187,2006,18,8.4,23.6,0.024,332889,171.95,77002,Houston-The Woodlands-Sugar Land,2023-04-26
Dallas,1703,4,3.5,0.368,1989,35,7.0,7.9,0.0203,355573,208.79,75205,Dallas-Fort Worth-Arlington,2023-03-14
Houston,1041,4,3.5,0.16,1978,46,5.5,36.8,0.0219,154864,148.76,77079,Houston-The Woodlands-Sugar Land,2024-06-18
Fort Worth,1573,4,3.0,0.479,2020,4,8.3,20.0,0.0228,296897,188.75,76109,Dallas-Fort Worth-Arlington,2024-04-20
Houston,1216,4,3.5,0.16,2012,12,5.6,17.5,0.0236,240904,198.11,77079,Houston-The Woodlands-Sugar Land,2023-08-26
San Antonio,1162,5,4.5,0.264,2015,9,5.6,23.5,0.0223,183381,157.81,78250,San Antonio-New Braunfels,2023-04-28
Austin,2355,4,3.0,0.11,2016,8,8.4,12.5,0.0213,784300,333.04,78750,Austin-Round Rock-Georgetown,2023-04-10
Houston,2771,3,2.5,0.522,2022,2,7.4,17.1,0.024,489684,176.72,77007,Houston-The Woodlands-Sugar Land,2024-05-15
Fort Worth,4323,3,2.5,0.279,1999,25,6.9,17.6,0.0221,793781,183.62,76132,Dallas-Fort Worth-Arlington,2023-07-01
Dallas,2827,3,3.0,0.148,1962,62,5.6,41.3,0.0215,528210,186.84,75204,Dallas-Fort Worth-Arlington,2023-01-07
Houston,2281,4,3.0,0.146,1993,31,5.6,52.2,0.0231,390547,171.22,77019,Houston-The Woodlands-Sugar Land,2023-08-06
Fort Worth,2999,3,2.0,0.24,2006,18,5.6,18.2,0.0224,484452,161.54,76109,Dallas-Fort Worth-Arlington,2023-09-06
San Antonio,1768,3,2.0,0.078,1991,33,7.1,14.1,0.0219,246581,139.47,78209,San Antonio-New Braunfels,2023-12-07
Houston,2565,3,3.0,0.451,2001,23,8.3,33.1,0.0225,448772,174.96,77007,Houston-The Woodlands-Sugar Land,2023-07-05
Dallas,2323,4,3.0,0.053,1973,51,7.3,20.9,0.0208,504853,217.33,75201,Dallas-Fort Worth-Arlington,2024-05-19
Dallas,2093,4,2.5,0.095,1962,62,7.7,25.2,0.0215,360320,172.15,75201,Dallas-Fort Worth-Arlington,2023-12-19
Dallas,2061,3,2.5,0.141,2007,17,9.3,6.2,0.0221,483327,234.51,75225,Dallas-Fort Worth-Arlington,2024-06-23
Houston,1607,3,2.0,0.155,1961,63,7.1,11.5,0.0229,260317,161.99,77079,Houston-The Woodlands-Sugar Land,2023-07-20
Houston,1968,3,3.0,0.363,1971,53,5.6,11.5,0.022,325897,165.6,77007,Houston-The Woodlands-Sugar Land,2023-12-23
Fort Worth,2150,3,2.0,0.134,1978,46,8.1,15.2,0.022,327724,152.43,76107,Dallas-Fort Worth-Arlington,2023-07-19
Fort Worth,1668,4,3.5,0.381,1966,58,4.2,15.1,0.0216,333075,199.69,76132,Dallas-Fort Worth-Arlington,2024-01-18
San Antonio,1373,3,2.0,0.152,1971,53,6.1,17.2,0.021,179429,130.68,78250,San Antonio-New Braunfels,2024-02-12
Fort Worth,2903,3,2.0,0.25,2008,16,7.7,29.4,0.0212,565225,194.7,76102,Dallas-Fort Worth-Arlington,2023-06-26
San Antonio,2894,4,4.0,0.127,1967,57,6.1,16.5,0.0207,461204,159.37,78216,San Antonio-New Braunfels,2024-05-27
San Antonio,2869,4,3.5,0.145,2005,19,6.9,14.8,0.0229,482146,168.05,78205,San Antonio-New Braunfels,2024-04-13
San Antonio,2705,4,3.5,0.188,2017,7,6.4,24.7,0.0235,471009,174.13,78205,San Antonio-New Braunfels,2024-05-04
Dallas,2272,4,4.0,0.064,1979,45,8.8,15.3,0.0225,526508,231.74,75204,Dallas-Fort Worth-Arlington,2023-04-30
Houston,1445,5,4.0,0.279,1989,35,6.1,20.7,0.0241,284894,197.16,77024,Houston-The Woodlands-Sugar Land,2024-01-28
Houston,1352,3,2.0,0.214,1981,43,5.4,37.3,0.0235,174027,128.72,77007,Houston-The Woodlands-Sugar Land,2023-02-28
Dallas,1865,4,2.5,0.115,1984,40,6.0,43.7,0.0228,380473,204.01,75204,Dallas-Fort Worth-Arlington,2023-02-27
Houston,2262,5,3.5,0.258,1979,45,7.1,43.9,0.0233,375458,165.98,77007,Houston-The Woodlands-Sugar Land,2024-06-16
Houston,2140,3,3.0,0.385,1975,49,6.4,19.3,0.0238,381453,178.25,77019,Houston-The Woodlands-Sugar Land,2023-03-25
Dallas,2347,3,2.0,0.216,2002,22,7.5,9.5,0.023,369947,157.63,75225,Dallas-Fort Worth-Arlington,2024-04-17
Houston,1761,2,1.0,0.178,1993,31,9.0,38.2,0.0223,247686,140.65,77019,Houston-The Woodlands-Sugar Land,2023-08-24
Houston,1431,4,3.0,0.072,2017,7,6.9,27.4,0.024,247050,172.64,77007,Houston-The Woodlands-Sugar Land,2023-06-16
San Antonio,1743,3,3.0,0.771,2010,14,6.5,22.9,0.022,273826,157.1,78216,San Antonio-New Braunfels,2023-02-10
Fort Worth,1279,3,2.5,0.163,2019,5,8.5,14.7,0.0225,268461,209.9,76109,Dallas-Fort Worth-Arlington,2024-01-05
Austin,1884,5,4.5,0.193,1983,41,9.0,35.1,0.0209,615361,326.62,78701,Austin-Round Rock-Georgetown,2024-01-30
Austin,1400,5,3.5,0.13,1973,51,5.5,10.0,0.022,464523,331.8,78750,Austin-Round Rock-Georgetown,2023-09-13
Houston,2216,5,5.0,0.288,1998,26,7.5,23.8,0.0235,453699,204.74,77079,Houston-The Woodlands-Sugar Land,2024-03-19
San Antonio,1476,3,3.0,0.468,1988,36,7.0,9.9,0.0217,214870,145.58,78230,San Antonio-New Braunfels,2023-06-26
San Antonio,2064,3,2.5,0.119,2005,19,4.0,3.4,0.0224,343929,166.63,78230,San Antonio-New Braunfels,2023-10-29
Austin,3257,3,2.5,0.075,1971,53,6.5,7.7,0.0213,962294,295.45,78745,Austin-Round Rock-Georgetown,2023-06-06
San Antonio,2103,4,3.5,0.239,1962,62,5.2,8.2,0.021,331678,157.72,78216,San Antonio-New Braunfels,2023-11-15
Austin,1716,3,2.0,0.085,2016,8,10.0,10.5,0.0222,618159,360.23,78703,Austin-Round Rock-Georgetown,2023-03-16
Houston,1576,3,3.0,0.251,1985,39,7.2,11.3,0.0236,252755,160.38,77019,Houston-The Woodlands-Sugar Land,2023-09-18
Fort Worth,2198,3,2.5,0.288,2005,19,7.8,28.2,0.0233,388838,176.91,76102,Dallas-Fort Worth-Arlington,2023-10-28
Houston,2205,5,5.0,0.105,1993,31,7.4,19.8,0.0218,450325,204.23,77079,Houston-The Woodlands-Sugar Land,2023-11-01
Austin,2918,5,3.5,0.05,1981,43,7.6,35.1,0.0212,963869,330.32,78703,Austin-Round Rock-Georgetown,2023-09-02
Houston,2640,3,3.0,0.243,1976,48,9.0,11.9,0.0226,420674,159.35,77007,Houston-The Woodlands-Sugar Land,2023-12-19
Dallas,1466,3,2.0,0.129,1976,48,6.6,13.6,0.0215,243198,165.89,75254,Dallas-Fort Worth-Arlington,2023-10-08
Fort Worth,1832,3,2.0,0.257,1982,42,7.3,15.1,0.0217,369863,201.89,76109,Dallas-Fort Worth-Arlington,2023-06-04
Fort Worth,3740,4,3.0,0.124,1980,44,8.3,16.4,0.022,827524,221.26,76109,Dallas-Fort Worth-Arlington,2023-04-28
Austin,1894,4,4.0,0.126,2003,21,9.4,9.2,0.0228,663690,350.42,78702,Austin-Round Rock-Georgetown,2023-12-21
Austin,1646,4,3.0,0.139,1997,27,5.2,12.5,0.021,552624,335.74,78702,Austin-Round Rock-Georgetown,2024-05-28
San Antonio,2213,4,3.5,0.203,1970,54,8.3,10.6,0.0218,325604,147.13,78250,San Antonio-New Braunfels,2024-02-16
Houston,1346,3,2.0,0.505,2011,13,8.0,60.0,0.0229,203618,151.28,77019,Houston-The Woodlands-Sugar Land,2023-12-16
Fort Worth,1340,3,2.0,0.346,2001,23,5.6,23.8,0.022,224990,167.9,76102,Dallas-Fort Worth-Arlington,2024-05-19
Dallas,1629,4,4.0,0.092,1964,60,8.1,4.3,0.0227,302331,185.59,75254,Dallas-Fort Worth-Arlington,2024-05-07
Austin,1623,3,2.0,0.298,1978,46,5.9,11.7,0.021,531125,327.25,78703,Austin-Round Rock-Georgetown,2023-10-05
San Antonio,2219,3,2.0,0.595,1970,54,7.4,10.1,0.0222,313842,141.43,78230,San Antonio-New Braunfels,2023-03-01
Austin,1616,3,3.0,0.414,1963,61,7.6,13.3,0.0216,588710,364.3,78703,Austin-Round Rock-Georgetown,2023-12-13
Houston,2105,3,2.0,0.2,1962,62,6.8,14.9,0.0228,346961,164.83,77024,Houston-The Woodlands-Sugar Land,2023-12-07
Dallas,1573,3,3.0,0.11,2019,5,8.5,18.7,0.0218,273702,174.0,75230,Dallas-Fort Worth-Arlington,2023-06-01
Dallas,1787,2,1.5,0.253,2005,19,8.6,9.8,0.0219,368418,206.17,75254,Dallas-Fort Worth-Arlington,2024-04-09
San Antonio,1494,5,5.0,0.276,1998,26,6.1,9.8,0.0243,275749,184.57,78205,San Antonio-New Braunfels,2024-04-20
Dallas,2215,5,3.5,0.199,1992,32,7.7,26.0,0.0212,428039,193.25,75230,Dallas-Fort Worth-Arlington,2023-07-01
Fort Worth,2030,4,2.5,0.172,1961,63,7.6,53.9,0.0199,401256,197.66,76132,Dallas-Fort Worth-Arlington,2023-09-18
Fort Worth,1846,3,2.5,0.426,1967,57,7.0,19.4,0.0199,317580,172.04,76109,Dallas-Fort Worth-Arlington,2023-04-17
Dallas,2577,4,3.5,0.355,1979,45,6.4,40.0,0.022,503148,195.25,75201,Dallas-Fort Worth-Arlington,2023-04-08
Austin,1957,4,3.5,0.161,1983,41,6.5,31.6,0.0231,647789,331.01,78702,Austin-Round Rock-Georgetown,2023-05-25
San Antonio,1815,4,2.5,0.751,2003,21,5.7,4.9,0.0235,317214,174.77,78205,San Antonio-New Braunfels,2023-07-20
Fort Worth,3257,3,3.0,0.242,1988,36,4.5,20.3,0.0224,536210,164.63,76102,Dallas-Fort Worth-Arlington,2023-05-30
Houston,1989,4,2.5,0.705,1989,35,9.0,22.0,0.0233,327881,164.85,77056,Houston-The Woodlands-Sugar Land,2023-03-24
Dallas,2425,3,3.0,0.238,1972,52,7.8,23.4,0.0236,544372,224.48,75254,Dallas-Fort Worth-Arlington,2023-09-02
Houston,1957,3,3.0,0.16,2016,8,7.1,30.8,0.0232,300895,153.75,77024,Houston-The Woodlands-Sugar Land,2023-12-08
Austin,1653,2,1.5,0.217,1971,53,8.6,22.8,0.0206,435954,263.74,78745,Austin-Round Rock-Georgetown,2023-06-28
Dallas,3188,3,2.5,0.162,1968,56,8.6,32.3,0.0231,599916,188.18,75230,Dallas-Fort Worth-Arlington,2023-10-19
Houston,1616,4,4.0,0.178,1978,46,8.5,16.8,0.0244,332435,205.71,77019,Houston-The Woodlands-Sugar Land,2023-05-29
San Antonio,1479,3,2.5,1.124,1995,29,5.6,32.7,0.0225,184633,124.84,78216,San Antonio-New Braunfels,2024-01-21
San Antonio,1881,3,2.5,0.282,2023,1,7.6,18.0,0.022,281665,149.74,78230,San Antonio-New Braunfels,2023-12-21
San Antonio,1947,2,1.0,0.275,1974,50,4.8,12.1,0.0227,259193,133.12,78209,San Antonio-New Braunfels,2024-06-09
Houston,3099,3,2.0,0.37,1960,64,5.1,27.3,0.0219,446415,144.05,77002,Houston-The Woodlands-Sugar Land,2023-01-30
Houston,5211,3,2.0,0.299,1981,43,6.2,13.6,0.0251,879914,168.86,77024,Houston-The Woodlands-Sugar Land,2024-04-11
San Antonio,2162,3,3.0,0.59,1986,38,6.9,3.4,0.0249,335877,155.35,78250,San Antonio-New Braunfels,2023-07-06
San Antonio,2161,4,3.0,0.366,1971,53,6.0,8.7,0.0228,365748,169.25,78201,San Antonio-New Braunfels,2023-02-06
Dallas,1646,3,2.0,0.137,2021,3,6.7,14.9,0.0219,278034,168.91,75204,Dallas-Fort Worth-Arlington,2024-01-13
Fort Worth,1684,3,2.5,0.469,2019,5,9.2,42.6,0.0227,301745,179.18,76107,Dallas-Fort Worth-Arlington,2023-04-04
Austin,1576,4,3.5,0.295,2019,5,8.8,13.2,0.0223,623841,395.84,78748,Austin-Round Rock-Georgetown,2023-04-07
Fort Worth,2578,3,2.0,0.14,2021,3,6.2,22.7,0.0223,391592,151.9,76109,Dallas-Fort Worth-Arlington,2024-06-19
Austin,1633,4,3.0,0.234,1972,52,7.7,9.8,0.0216,556224,340.61,78704,Austin-Round Rock-Georgetown,2023-05-01
Austin,1472,3,2.5,0.114,1978,46,6.1,6.5,0.0211,395675,268.8,78745,Austin-Round Rock-Georgetown,2023-10-27
Dallas,1801,4,3.0,0.152,2005,19,9.8,22.1,0.0216,390579,216.87,75204,Dallas-Fort Worth-Arlington,2023-04-20
Austin,2161,4,4.0,0.114,1986,38,6.4,14.7,0.0201,689912,319.26,78745,Austin-Round Rock-Georgetown,2023-03-09
Austin,1446,4,2.5,0.228,1995,29,6.2,15.0,0.0203,440465,304.61,78701,Austin-Round Rock-Georgetown,2023-01-01
Austin,3688,3,2.5,1.227,2001,23,7.0,25.1,0.02,1114090,302.09,78701,Austin-Round Rock-Georgetown,2023-01-09
Houston,1401,4,3.5,0.195,1968,56,8.1,16.6,0.0233,264511,188.8,77056,Houston-The Woodlands-Sugar Land,2023-09-17
San Antonio,1249,3,2.0,0.342,2008,16,8.2,14.4,0.0222,174285,139.54,78230,San Antonio-New Braunfels,2023-08-26
Austin,2097,2,1.5,0.17,2010,14,8.8,10.6,0.0207,648955,309.47,78702,Austin-Round Rock-Georgetown,2023-01-22
Dallas,806,2,1.5,0.156,2007,17,8.6,14.4,0.0214,149152,185.05,75205,Dallas-Fort Worth-Arlington,2023-07-11
San Antonio,1631,3,3.0,0.182,2001,23,6.0,9.7,0.0213,242598,148.74,78201,San Antonio-New Braunfels,2023-05-30
Austin,2083,3,3.0,0.285,1962,62,9.3,16.3,0.0221,776780,372.91,78745,Austin-Round Rock-Georgetown,2023-11-09
Austin,1735,4,3.5,0.516,1999,25,10.0,8.8,0.0208,623550,359.39,78748,Austin-Round Rock-Georgetown,2024-06-28
Fort Worth,2858,4,3.0,0.859,1974,50,7.4,25.1,0.0216,552792,193.42,76107,Dallas-Fort Worth-Arlington,2024-01-14
San Antonio,1238,3,3.0,0.06,1961,63,6.1,13.3,0.0222,166309,134.34,78209,San Antonio-New Braunfels,2024-05-17
Dallas,1483,4,4.0,0.15,2016,8,5.5,18.6,0.0217,300110,202.37,75204,Dallas-Fort Worth-Arlington,2023-04-16
San Antonio,1020,3,2.0,0.243,1967,57,5.5,13.2,0.0237,143321,140.51,78209,San Antonio-New Braunfels,2023-04-28
Austin,2666,3,2.5,0.062,1963,61,7.7,12.5,0.0227,771644,289.44,78702,Austin-Round Rock-Georgetown,2024-02-15
Houston,2273,4,3.5,0.216,1998,26,7.8,9.4,0.0214,341832,150.39,77007,Houston-The Woodlands-Sugar Land,2023-06-19
San Antonio,2468,4,3.5,0.156,2011,13,5.8,15.1,0.0239,440025,178.29,78216,San Antonio-New Braunfels,2024-04-09
Houston,2664,3,2.5,0.201,1982,42,6.3,20.6,0.022,411827,154.59,77079,Houston-The Woodlands-Sugar Land,2023-09-11
San Antonio,1394,4,3.5,0.552,1987,37,4.5,41.4,0.0209,176747,126.79,78250,San Antonio-New Braunfels,2023-04-20
Dallas,1660,3,2.5,0.156,1972,52,6.2,9.0,0.0231,331473,199.68,75204,Dallas-Fort Worth-Arlington,2024-04-06
San Antonio,2925,4,2.5,0.111,2023,1,7.1,13.3,0.0219,422146,144.32,78258,San Antonio-New Braunfels,2023-10-29
Dallas,2657,4,3.5,0.123,1995,29,7.4,9.2,0.0219,456946,171.98,75204,Dallas-Fort Worth-Arlington,2024-03-15
Houston,1311,4,3.5,0.079,1973,51,5.3,24.5,0.0248,217946,166.24,77079,Houston-The Woodlands-Sugar Land,2023-09-05
Houston,2592,3,3.0,0.246,1977,47,6.0,31.6,0.0214,430168,165.96,77007,Houston-The Woodlands-Sugar Land,2023-03-11
Houston,2124,3,3.0,0.13,2023,1,8.2,19.8,0.0233,344067,161.99,77024,Houston-The Woodlands-Sugar Land,2024-01-08
San Antonio,1933,2,1.0,0.292,1993,31,6.9,10.2,0.0222,265800,137.51,78205,San Antonio-New Braunfels,2023-03-10
Austin,1783,3,2.5,0.102,1975,49,9.4,7.9,0.0222,607063,340.47,78748,Austin-Round Rock-Georgetown,2023-12-29
Austin,1630,3,3.0,0.124,2022,2,8.7,8.2,0.0216,487701,299.2,78703,Austin-Round Rock-Georgetown,2023-08-16
Austin,1771,3,3.0,0.133,1992,32,6.7,10.1,0.0206,495144,279.58,78750,Austin-Round Rock-Georgetown,2024-03-08
Austin,2629,3,2.0,0.124,1998,26,9.2,9.6,0.023,785480,298.78,78701,Austin-Round Rock-Georgetown,2024-04-20
San Antonio,2267,3,3.0,0.103,1993,31,5.4,28.7,0.0217,336217,148.31,78216,San Antonio-New Braunfels,2023-08-11
Houston,1845,3,2.5,0.162,2023,1,5.7,24.6,0.0231,305674,165.68,77002,Houston-The Woodlands-Sugar Land,2024-04-27
Fort Worth,1709,4,3.5,0.126,2016,8,8.3,18.9,0.0215,355830,208.21,76132,Dallas-Fort Worth-Arlington,2023-03-02
Austin,1856,3,2.5,0.34,1978,46,8.2,6.0,0.0219,564584,304.19,78703,Austin-Round Rock-Georgetown,2023-02-28
Dallas,1538,5,3.0,0.055,2014,10,6.2,19.1,0.0236,344269,223.84,75230,Dallas-Fort Worth-Arlington,2024-06-27
Houston,1629,4,2.5,0.274,1972,52,7.4,14.2,0.0237,264852,162.59,77079,Houston-The Woodlands-Sugar Land,2023-11-11
Houston,2586,4,4.0,0.183,1984,40,8.2,21.5,0.0242,490601,189.71,77024,Houston-The Woodlands-Sugar Land,2023-09-04
Fort Worth,1905,2,1.5,0.311,1989,35,4.2,12.2,0.0232,258277,135.58,76102,Dallas-Fort Worth-Arlington,2023-03-27
Fort Worth,2580,4,4.0,0.071,1979,45,6.3,56.5,0.0209,419102,162.44,76102,Dallas-Fort Worth-Arlington,2023-06-08
Fort Worth,1467,3,2.5,0.161,1963,61,8.7,26.7,0.0209,229255,156.27,76102,Dallas-Fort Worth-Arlington,2024-01-11
Houston,2972,3,2.0,0.08,2021,3,5.5,11.8,0.021,430425,144.83,77079,Houston-The Woodlands-Sugar Land,2024-03-25
Houston,1593,3,3.0,0.199,2023,1,6.6,28.4,0.0228,272124,170.82,77079,Houston-The Woodlands-Sugar Land,2024-05-16
Dallas,2175,4,2.5,0.311,2015,9,5.9,21.7,0.0212,450038,206.91,75205,Dallas-Fort Worth-Arlington,2023-08-12
Houston,1390,3,2.0,0.426,1979,45,7.4,33.7,0.0234,217873,156.74,77079,Houston-The Woodlands-Sugar Land,2023-09-06
San Antonio,1676,2,1.5,0.225,1997,27,6.4,35.5,0.0225,210691,125.71,78205,San Antonio-New Braunfels,2023-03-31
Dallas,2312,4,3.0,0.226,1974,50,7.2,45.2,0.0228,419199,181.31,75230,Dallas-Fort Worth-Arlington,2023-02-15
Dallas,2488,3,3.0,0.131,1996,28,7.4,17.1,0.0221,458244,184.18,75205,Dallas-Fort Worth-Arlington,2023-08-28
San Antonio,2317,3,2.5,0.233,2005,19,6.0,23.7,0.0217,354963,153.2,78205,San Antonio-New Braunfels,2023-11-13
San Antonio,2698,3,3.0,0.175,1970,54,6.6,19.3,0.0219,423851,157.1,78205,San Antonio-New Braunfels,2023-02-27
Austin,2261,4,3.5,0.191,1999,25,6.8,9.2,0.023,878458,388.53,78703,Austin-Round Rock-Georgetown,2023-08-12
Austin,2572,5,3.0,0.251,1991,33,8.5,18.3,0.0222,849392,330.25,78703,Austin-Round Rock-Georgetown,2023-12-17
Dallas,2491,3,2.0,0.149,2010,14,7.8,13.0,0.0207,535907,215.14,75204,Dallas-Fort Worth-Arlington,2024-03-19
Dallas,1746,3,3.0,0.387,1973,51,8.2,16.0,0.0208,338119,193.65,75205,Dallas-Fort Worth-Arlington,2024-05-28
Houston,2491,4,4.0,0.266,1961,63,7.7,21.5,0.0235,404539,162.4,77002,Houston-The Woodlands-Sugar Land,2023-07-06
Houston,4518,4,3.0,0.329,1992,32,6.3,22.1,0.023,711027,157.38,77079,Houston-The Woodlands-Sugar Land,2023-08-03
San Antonio,2224,3,2.5,0.377,1980,44,7.3,6.7,0.0217,366990,165.01,78209,San Antonio-New Braunfels,2024-04-23
San Antonio,6000,3,3.0,0.321,1997,27,5.5,26.3,0.0214,760021,126.67,78201,San Antonio-New Braunfels,2024-01-15
Dallas,1364,4,3.0,0.191,1960,64,7.2,10.3,0.0213,262953,192.78,75225,Dallas-Fort Worth-Arlington,2023-05-30
Houston,1377,3,3.0,0.331,2013,11,7.6,11.5,0.0227,274717,199.5,77079,Houston-The Woodlands-Sugar Land,2024-01-10
Houston,1564,4,2.5,0.451,1960,64,7.2,17.7,0.0231,262025,167.54,77019,Houston-The Woodlands-Sugar Land,2023-03-28
Dallas,1945,5,4.0,0.341,1966,58,5.9,15.5,0.0218,377309,193.99,75254,Dallas-Fort Worth-Arlington,2023-09-03
Houston,1199,4,2.5,0.099,1985,39,7.0,39.3,0.0238,191969,160.11,77024,Houston-The Woodlands-Sugar Land,2023-06-17
Dallas,1151,4,3.5,0.232,2010,14,9.5,11.9,0.0191,241517,209.83,75230,Dallas-Fort Worth-Arlington,2024-06-26
Dallas,2313,4,4.0,0.077,1972,52,6.8,9.7,0.0225,471717,203.94,75204,Dallas-Fort Worth-Arlington,2023-01-20
Austin,1574,3,2.5,0.185,1968,56,8.3,15.3,0.0214,442130,280.9,78701,Austin-Round Rock-Georgetown,2024-04-13
Austin,1526,3,2.5,0.08,1975,49,7.6,14.7,0.0212,502189,329.09,78703,Austin-Round Rock-Georgetown,2023-06-03
